review_id,debate_section_id,question_date,to_minister_or_department,answer_status,grouped_answer,referred_or_direct_reply,embedded_table_count,section_heading,answer_text,source_xml_url,human_topic_tags_json,human_answer_characteristics_json,human_missing_topic_notes,reviewer_notes
WPQG036,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-05-28/writtens/dbsect_339,2025-05-28,Health,ministerial_reply_present,False,True,0,Cancer Services,"Minister for Health As this is a service matter in relation to an individual patient, I have asked the Health Service Executive to respond to the Deputy directly, as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-05-28/writtens/mul@/dbsect_339.xml,,,,
WPQG037,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-06-10/writtens/dbsect_100,2025-06-10,Climate,ministerial_reply_present,False,False,0,Renewable Energy Generation,"Minister for Climate, Energy and the Environment I last updated the Dáil, via parliamentary question, on 22nd and 27th May, to state that it is my intention to bring a policy statement on private wires to Cabinet in the coming months, and the position has not changed since then. Developing a private wires policy is a priority for this Government and an action was included in the Programme for Government to expedite the delivery of this policy. This is a technically complicated area with a range of potential options. Work on the policy is ongoing within my Department. It is my intention to bring a Private Wires Policy to Cabinet in the near term. As set out in the guiding principles which my Department published last year, Private Wires refers to private individuals or undertakings running their own electricity cables in order to transfer electricity from one site to another. Private Wires are separate to the national electricity grid. There are however plans to increase the capacity of the national electricity grid and the CRU will by year-end approve the capital investment in the gird over the period 2026-2030, through the PR6 process. The Deputy may be interested to know that ESB Networks have published their PR6 Business Plan setting out their envisaged investment and which can be accessed via the ESB Networks website (www.esbnetworks.ie) .",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-06-10/writtens/mul@/dbsect_100.xml,,,,
WPQG038,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-06-10/writtens/dbsect_115,2025-06-10,Foreign,ministerial_reply_present,True,False,0,Trade Agreements,"Tánaiste and Minister for Foreign Affairs and Trade I propose to take Questions Nos. 175 and 177 together. The Government remains committed to free, fair and open trade while protecting Ireland’s interests in international trade deals. Our EU membership makes us part of the growing network of EU Free Trade Agreements, supporting more opportunity for exports and investment, helping support jobs and growth at home, maintaining strict EU standards on food safety, animal and plant health, and supporting better environmental and human rights standards around the world. At the moment, there are no active Free Trade Agreement negotiations with either Qatar or Saudi Arabia. However, more broadly, Ireland continues to engage with the European Commission and other EU Member States on the possibility of Strategic Partnership Agreements (SPAs) with Gulf Cooperation Council (GCC) countries, which include Qatar and Saudi Arabia. SPAs would facilitate stronger ties with GCC countries but at the level of non-preferential trade provisions. I wish to assure the Deputy that my officials and I will continue to monitor any developments in relation to potential agreements with Qatar or Saudi Arabia.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-06-10/writtens/mul@/dbsect_115.xml,,,,
WPQG039,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-06-10/writtens/dbsect_1198,2025-06-10,Health,ministerial_reply_present,False,True,0,Hospital Staff,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the Deputy directly, as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-06-10/writtens/mul@/dbsect_1198.xml,,,,
WPQG040,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-06-10/writtens/dbsect_595,2025-06-10,Culture,ministerial_reply_present,True,False,0,Post Office Network,"Minister for Culture, Communications and Sport I propose to take Questions Nos. 696, 697, 720 and 725 together. The Government is committed to a sustainable An Post and post office network as a key component of the economic and social infrastructure throughout Ireland. The Programme for Government states that the Government will continue to provide the nationwide network of post offices with funding to ensure their sustainability and enhance the value they bring to local communities. My Department is working to deliver on this and is engaging with relevant stakeholders in relation to the funding. Additionally, my Department is working with Government colleagues to secure future funding in line with the Programme for Government. An amount of €10 million/annum is currently being provided over a three-year fixed term (2023-2025) to An Post. An Post then disperses this funding across the post office network, with all contractor post offices benefitting from the Government funding with the objective of securing the stability of the Network. The funding is being paid monthly for each 12-month period. There has been over €23 million claimed by An Post for the period 2023 to end April 2025 for the network. It should be noted that An Post is a commercial State body with a mandate to act commercially. An Post has statutory responsibility for the State's postal service and the post office network. Decisions relating to the network, including decisions relating to specific post offices are operational matters for the Board and management of the company and not one in which I, as Minister, have any function. The terms under which Postmasters contract with An Post is a matter between the Postmasters and An Post and any negotiations are a matter for both parties directly.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-06-10/writtens/mul@/dbsect_595.xml,,,,
WPQG041,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-01/writtens/dbsect_378,2025-07-01,Education,ministerial_reply_present,True,False,0,Special Educational Needs,"Minister of State at the Department of Education and Youth I propose to take Questions Nos. 403, 411, 412 and 413 together. The government is committed to the provision of additional special school places for children with more complex educational needs. Over 300 new special school places are being provided for the coming 2025/2026 school year. Five new special schools are being established in addition to the eleven new special schools opened over the last few years. Special school capacity is also being expanded across a number of special schools. It’s important to note that it is not the intention to exclude children who require a special school place from accessing certain special school settings, but rather allow children with complex educational needs apply to their local special school. Currently, there are instances whereby children with complex needs cannot apply for admission to their local special school simply because they don’t meet the narrow designation of that special school. In that regard, along with providing additional special school capacity, my department and the National Council for Special Education (NCSE) consider that it is necessary to look at the profile of our existing special schools. This is not a new departure. The NCSE report that over half of mild general learning disability (MGLD) special schools have diversified to allow children with more complex needs in their communities who require a special school setting enrol in their local special school. I wish to thank schools who have worked with us to broaden their designation and my department will continue to support schools in this endeavour so that more special schools can better support children with complex needs in their local community. There are approximately 30 of our 129 special schools that were originally designated as schools for children with a MGLD. The establishment of these special schools predated the significant expansion in the range of supports offered in mainstream schools through additional special education teaching and special needs assistant resources and through the rapid expansion in special class provision. It’s also important to state that there is no strict timeline on re-designation being pursued. As indicated in the circular, the department and the NCSE intend to commence work in this area in the forthcoming school year. It is my department’s policy, in accordance with the principles of inclusive education, that students with additional learning needs are supported in mainstream classes along with their peers, with additional supports provided as necessary. The department provides for a range of placement options and supports for schools and students with special educational needs in order to ensure that wherever a child is enrolled, they will have access to an appropriate education. It is noted that many of the children enrolling in MGLD special school do so around the transition point from primary to post-primary. The new senior cycle level 1 and level 2 programmes offers a new curriculum pathway for students with special educational needs at post-primary level now also. My department and the NCSE are committed to delivering an education system that is of the highest quality and where every child and young person feels valued and is actively supported and nurtured to reach their full potential.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-01/writtens/mul@/dbsect_378.xml,,,,
WPQG042,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-08/writtens/dbsect_141,2025-07-08,Climate,ministerial_reply_present,False,False,2,Departmental Advertising,"Minister for Climate, Energy and the Environment My Department uses advertising to promote a range of services, supports and initiatives for people and communities across Ireland.As the media landscape has evolved over the past number of years, advertising expenditure has grown to address the diverse needs of different audiences, including costs associated with achieving national reach for important public messages. For example, my Department has run a significant national campaign on reducing energy use in 2022, 2023 and 2024. This “reduce your use” campaign was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. In recent years, advertising expenditure has also grown to ensure that we are meeting our Irish language advertising requirements under the Official Languages (Amendment) Act 2021.The majority of Department advertising is procured via a media buying agency, and the weighting assigned to different media platforms is determined by target audience, best practice and securing value for money. The table below sets out overall expenditure in my Department since 2019. As my Department has been reconfigured on several occasions since 2012, the information sought by the Deputy is not readily available. My Department has gathered the information requested covering the period since the formation of the previous and current Government and this is set out below by year. Year Spend 2019 €279,805.00 2020 €107,898.17 2021 €516,668.44 2022 €3,828,081.00 2023 €3,807,000.50 2024 €2,631,914.01 2025 €314,193.00* * Up to 03.07.2025 The table below comprises major campaigns over that period: Ad Campaign Objective Start End Media Platforms Advertising Agency Spend Ex. VAT 2021 Climate Climate Action Plan / Climate Jargon Buster Campaign to publicise the new Climate Action Plan. May-22 Aug-22 Display, Partnership Mediavest T/A Spark Foundry € 307,000.15 2022 Energy Reduce Your Use - Burst 1 Reduce Your Use was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. May-22 Aug-22 Radio, Press, Display, Social Mediavest T/A Spark Foundry € 307,000.15 Reduce Your Use - Burst 2 Reduce Your Use was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. Jul-22 Aug-22 Radio, Press, Display, Social PHD Media Ireland € 274,839.00 Reduce Your Use - Burst 3 Reduce Your Use was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. Oct-22 Dec-22 TV, Outdoor, Radio, Press, Cinema, Display, VOD, Social, Digital Audio, Search PHD Media Ireland € 2,418,821.00 Climate Climate Conversations Campaign inviting people across the country to have their say on the Climate Action Plan and how we can all play our part in securing our sustainable future. Jul-22 Sep-22 Radio, Social Media PHD Media Ireland € 43,043.00 Clean Air Solid Fuel Regulations Campaign to publicise solid fuels regulations. Aug-22 Nov-22 OOH, Display, Radio, Display, Digital Audio PHD Media Ireland € 90,705.00 Let's clear the air – Burst 1 Campaign to raise awareness of impacts of air pollution and the health of our communities. Nov-22 Dec-22 TV, Radio, Press, VOD, Display, Digital Audio, Social, Search PHD Media Ireland € 382,644.00 Circular Economy It’s Time to Get Circular – Burst 1 Campaign to raise awareness of the circular economy and sustainable practices. Oct-22 Nov-22 Radio, Press, Social, Digital Audio PHD Media Ireland € 108,569.00 Cyber Security Phishing Awareness Campaign to raise awareness on fraudulent phishing emails used by attackers to lure people into disclosing personal details or clicking on malicious links. Oct-22 Oct-22 Radio, Press PHD Media Ireland € 45,350.00 2023 Clean Air Let's clear the air - Burst 2 Campaign to raise awareness of impacts of air pollution and the health of our communities. Jan-23 Feb-23 TV, Radio, Press, VOD, Display, Digital Audio, Social PHD Media Ireland € 254,963.00 Let's clear the air - Burst 3 Campaign to raise awareness of impacts of air pollution and the health of our communities. Oct-23 Dec-23 TV, Radio, VOD, Digital Audio, Display, Social, Search PHD Media Ireland € 394,013.00 Energy Reduce Your Use - Burst 4 Reduce Your Use was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. Jan-23 Apr-23 Cinema, TV, Radio, Press, VOD, Digital Audio, Display, Partnership, Social, Search PHD Media Ireland € 1,789,697.00 Reduce Your Use - Burst 5 Reduce Your Use was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. May-23 Sep-23 Radio, Partnership, Display, Social, Search PHD Media Ireland € 379,244.00 Reduce Your Use - Burst 6 Reduce Your Use was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. Dec-23 Dec-23 Radio, Outdoor, Press, Partnership, display, Digital Audio, Social PHD Media Ireland € 360,247.00 Circular Economy It’s Time to Get Circular – Burst 2 Campaign to raise awareness of the circular economy and sustainable practices. Oct-23 Dec-23 Radio, Partnership, VOD, Digital Audio, Social, Display, Search PHD Media Ireland € 237,285.00 Climate Climate Conversations 2023 Campaign inviting people across the country to have their say on the Climate Action Plan and how we can all play our part in securing our sustainable future. Jul-23 Sep-23 Radio, Display, Social PHD Media Ireland € 38,928.00 Cyber Security Cyber Security Awareness 2023 Campaign on steps that can be taken to prevent and mitigate cyber security risks. Sep-23 Nov-23 Radio, Social PHD Media Ireland € 42,473.00 The Second Offshore Renewable Energy Development Plan (OREDP II): Public consultation campaign Campaign inviting people to give their views on the second Offshore Renewable Energy Development Plan (OREDP II) – Ireland’s new national spatial strategy for our offshore renewable energy future. 44958 45017 Radio, Press, Partnership, Social, Display PHD Media Ireland € 76,980.00 2024 Clean Air Let's clear the air - Burst 4 Campaign to raise awareness of impacts of air pollution and the health of our communities. Jan-24 Mar-24 TV, Radio, VOD, Partnerships, Digital Audio, Display, Social Media, Search PHD Media Ireland € 179,889.00 Let's clear the air - Burst 5 Campaign to raise awareness of impacts of air pollution and the health of our communities. Dec-24 Dec-24 TV, Radio, Partnerships, Digital Audio, Display, VOD, Social Media, Search PHD Media Ireland € 355,389.00 Energy Reduce Your Use - Burst 7 Reduce Your Use was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. Jan-24 Mar-24 Outdoor, Radio, Press, Partnerships, Display, Digital Audio, Social, Search PHD Media Ireland € 918,976.00 Reduce Your Use - Burst 8 Reduce Your Use was designed to assist every household in Ireland in dealing with rising energy costs and supporting positive behaviour change. Aug-24 Oct-24 Partnership, Display, Social, Search PHD Media Ireland € 33,841.00 Climate Climate Conversations 2024 Campaign inviting people across the country to have their say on the Climate Action Plan and how we can all play our part in securing our sustainable future. May-24 Sep-24 Radio, Partnership, Display, Social PHD Media Ireland € 41,092.00 Climate Action Works 2024 Climate Actions Work was a national campaign and programme of engagement on climate action, inviting people and communities across Ireland to be part of the conversation about climate change. Sep-24 Nov-24 Radio, Press, Partnerships, Display, VOD, Digital Audio, Social Media, Search PHD Media Ireland € 379,037.00 Circular Economy Reverse the trend Campaign aims to raise awareness of alternatives to frequent purchasing of clothing and some of the environmental impacts of over-consumption of textiles. Sep-24 Dec-24 Radio, Partnership, Digital Audio, Display, Social PHD Media Ireland € 321,227.01 It’s Time to Get Circular – Burst 3 Campaign to raise awareness of the circular economy and sustainable practices. Sep-24 Oct-24 Radio, VOD, Partnerships, Display, Digital Audio, Social Media, Search PHD Media Ireland € 128,024.00 Cyber Security NIS2 Awareness campaign on NIS2 Directive, EU-wide legislation on cybersecurity. It was introduced to strengthen and harmonise cyber security across the European Union, and to keep-up with increased digitisation and an evolving cybersecurity threat landscape Oct-24 Oct-24 Radio, Press, Display, Social, Search PHD Media Ireland € 112,528.00 2025 Let's clear the air - Burst 6 Campaign to raise awareness of impacts of air pollution and the health of our communities. Jan-25 Mar-25 TV, Radio, Partnerships, Digital Audio, VOD, Display, Social, Search PHD Media Ireland € 293,348.00",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-08/writtens/mul@/dbsect_141.xml,,,,
WPQG043,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-08/writtens/dbsect_625,2025-07-08,Health,ministerial_reply_present,False,True,0,Emergency Departments,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the deputy directly, as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-08/writtens/mul@/dbsect_625.xml,,,,
WPQG044,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_1556,2025-07-29,Social,ministerial_reply_present,True,False,1,School Meals Programme,"Minister for Social Protection The objective of the School Meals Programme is to provide regular, nutritious food to children to support them in taking full advantage of the education provided to them. The programme is an important component of policies to encourage school attendance and extra educational achievement. In Budget 2025, it was announced that the Hot School Meals Scheme will be extended to all remaining primary schools in 2025 meaning that approximately 3,200 schools and 550,000 children will be eligible for hot school meals in 2025 with a budget of €300 million. Number of children eligible to receive Hot School Meals by county: County No. of Pupils Carlow 7,626 Cavan 9,976 Clare 13,379 Cork 62,101 Donegal 19,276 Dublin 137,801 Galway 30,256 Kerry 16,212 Kildare 29,642 Kilkenny 10,932 Laois 11,053 Leitrim 3,940 Limerick 22,783 Longford 5,320 Louth 17,209 Mayo 14,953 Meath 26,062 Monaghan 7,990 Offaly 9,516 Roscommon 8,104 Sligo 7,674 Tipperary 18,569 Waterford 14,045 Westmeath 11,460 Wexford 18,340 Wicklow 17,484 Total Pupils 551,703",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/mul@/dbsect_1556.xml,,,,
WPQG045,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_2257,2025-07-29,Health,ministerial_reply_present,False,True,0,Cancer Services,"Minister for Health The Hereditary Cancer Steering Group oversees the implementation of the NCCP Hereditary Cancer Model of Care. The NCCP are due to publish an implementation report on The Hereditary Cancer Model of Care by the end of this year. As such, I have referred the Deputy's individual questions to colleagues in the HSE for direct reply.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/mul@/dbsect_2257.xml,,,,
WPQG046,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_2756,2025-07-29,Health,ministerial_reply_present,False,False,0,National Development Plan,"Minister for Health The overarching focus of the National Development Plan (NDP) Review 2025 is the provision of a National Plan which creates the building blocks needed to deliver critical and transformational investment in infrastructure across the country and regions for the years ahead. The Plan is the largest ever capital investment plan in the history of the State. As committed to in the Programme for Government and the National Development (NDP) Review, the Government is prioritising critical economic growth enabling and international competitiveness boosting sectors – water, energy, transport, housing and health digitalisation. In addition to these critical areas, Government is also providing significant increased funding to other areas including Health. The enhanced NDP provision for the health sector for 2026 – 2030 is €9.25 billion. Building on a strong track record of infrastructure delivery and significant increases in capital expenditure in recent years, this will further support the delivery of equitable, accessible and high-quality healthcare across Ireland. The 2026 allocation of €1,560m is a €100m (7%) increase over the 2025 allocation of €1.460m. Overall, there is an average 8% year on year increase in allocation straight-line across the period 2026-2030. This increased investment for 2026 to 2030 will help manage medium term demographic challenges, be an enabler to provision of a modern and productive health service and will underpin the progression of key strategic reform priorities set out in Sláintecare and sectoral policies and strategies. The new NDP funding envelope will support the progression of key health sector priorities including: • Health digitalisation as a foundational pillar for reform and transformation of the health service. Programmes that will be progressed include the introduction of a National Shared Care Record and continuing to work towards digitalisation of Irish healthcare records and information systems. • Progressing the construction of the new National Maternity Hospital at Elm Park. • The surgical hub programme. • Progressing detailed design and statutory planning for the new elective hospitals programme. • Construction of acute projects across the country including progressing and delivery of acute bed capacity projects, trauma services and diagnostic facility projects. • The radiation oncology programme. • Continued investment in the HIQA community nursing units programme to refurbish existing units for older persons long term residential care to meet HIQA requirements at locations across the country. • Commencing the programme for additional public capacity for older persons long-term residential care nationally in line with identified capacity requirements. • Continued investment in community care programmes through the country including the Primary Care Programme and Enhanced Community Care Programme. • Progressing the programme of multi annual mental health services capital investments including the key priority mental health sites, perinatal care and other community infrastructure. • Continued investment in the ambulances, ambulance bases, equipment replacement and projects addressing infrastructural risk across the country. • Investment in Climate and sustainability projects. Taken together, the increased NDP investment for health priorities will support the shared vision of a modern, integrated and patient centred health service across the country with a renewed focus on health outcomes. As set out in the NDP Review, I, together with officials in my Department, will be working with the HSE and other stakeholders in the coming period to develop a detailed capital plan for this allocated capital funding.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/mul@/dbsect_2756.xml,,,,
WPQG047,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_2932,2025-07-29,Further and Higher Education,ministerial_reply_present,False,False,1,Departmental Legal Cases,"Minister for Further and Higher Education, Research, Innovation and Science All legal costs for my Department are included within the published Appropriation Accounts, under 6.1 within Vote 45. Please find link below. The 2024 Accounts are currently under audit and will be published once the audit is complete: www.audit.gov.ie/en/publications/appropriation%20accounts/. Legal costs incurred by agencies under the aegis of the Department are a matter for the Agencies themselves. Contact details are attached. Contact E-Mail Addresses for State Bodies under the Remit of the Department of Further and Higher Education, Research, Innovation and Science Name of Body Dedicated Email address for the Members of the Oireachtas Designated Official Responsible for assisting Oireachtas Members Higher Education Authority Oireachtas@hea.ie Trevor Purtill Grangegorman Development Agency oireachtas@ggda.ie nigel.thompson@ggda.ie SOLAS oireachtasinfo@solas.ie Maria Walshe maria.walshe@solas.ie Skillnet Ireland oireachtasmembers@skillnetireland.ie tracey.donnery@skillnetireland.ie Quality and Qualifications Ireland ceo@qqi.ie ceo@qqi.ie Léargas - The Exchange Bureau oireachtas@leargas.ie Lorraine Gilligan - lgilligan@leargas.ie Taighde Éireann – Research Ireland oireachtasqueries@researchireland.ie Donna McCabe",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/mul@/dbsect_2932.xml,,,,
WPQG048,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_2978,2025-07-29,Further and Higher Education,ministerial_reply_present,True,False,0,Departmental Projects,"Minister for Further and Higher Education, Research, Innovation and Science I propose to take Questions Nos. 3379 and 3380 together. It has been a longstanding objective of my Department, based on the findings of the Indecon Review of Career Guidance (2019), to strengthen the provision of information and guidance around career decision making. An Oversight Group examining a Single Portal for Careers and Skills Information was established in November 2022. The work of the group has concluded with a comprehensive report outlining the recommended approach to the development of a Career Guidance and Information Portal. The need to strengthen the provision of information and guidance was re-enforced by the 2023 OECD Review of Ireland’s National Skills Strategy, which recommended that Ireland develops a skills system to better secure a balance between skills demand and supply. To achieve this balance, the Review recommended that Ireland improves information and guidance for individuals on learning and career pathways. The Skills Policy and Enterprise Engagement Unit of my Department has been working closely with Skillnet Ireland to scope options to progress a Career Guidance and Information Portal. As the potential scope of the portal implies a multi-year development project, it has been decided to take a focus on an identified gap in this space, i.e. the provision of guidance aimed at those already in the workplace. A two-pronged approach will be taken, consisting of a range of pathfinders on human centric career coaching for those in jobs at risk of change, and the development of a framework for sector-specific portals, underpinned by shared standards for skills taxonomies and technological interoperability. It is currently envisaged that a framework for sector specific portals will be developed, with a federated approach allowing immediate needs for those sectors to be met.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/mul@/dbsect_2978.xml,,,,
WPQG049,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_3068,2025-07-29,Rural,ministerial_reply_present,True,False,0,Departmental Data,"Minister for Rural and Community Development and the Gaeltacht I propose to take Questions Nos. 3479, 3480 and 3481 together. Our Rural Future contains more than 170 commitments and implementation is monitored through a series of Progress Reports, published twice-yearly, which provide detailed updates on actions outlined in annual Work Programmes for delivery across Government. Progress Reports are published on my department’s website: www.gov.ie/en/department-of-rural-and-community-development-and-the-gaeltacht/collections/our-rural-future-annual-work-programmes-and-progress-reports/. The consistent high level of completion rates across the first four years of the policy shows the continued commitment by government to support rural communities. Where an action was not completed or has been delayed, detailed reasons are outlined in the published reports. The final progress report, detailing progress on the actions in the 2025 Work Programme, is scheduled to be published by the end of 2025. In addition to this ongoing monitoring of progress under the Policy, last year my Department, in partnership with the ESRI, published three reports focused on scoping potential high level indicators for rural development in the long term. My Department is also working with the Department of the Taoiseach on an approach to assess place-based and local well-being, in line with the National Well-being Framework and Programme for Government commitments. My Department also regularly engages with the Central Statistics Office (CSO), in terms of how their statistics can inform our work. The Deputy will also be aware that my Department has commissioned that organisation to undertake an independent review of rural policy in Ireland, which I anticipate will be published later this year and is informing the development of the new Our Rural Future policy. An element of that review is expected to focus on identifying ways in which we can improve in the area of evaluating the outcomes of the new policy. My Department has recently taken over responsibility for supporting communities in Gaeltacht areas across the country and there are a number of measures in Our Rural Future explicitly focused on supporting job creation in Gaeltacht areas, developing Gaeltacht tourism initiatives and promote sustainability across all aspects of Gaeltacht life. This is a core part of Údarás na Gaeltachta's function and its mandate to support the economic, social, cultural and linguistic development of the Gaeltacht. Funding of €38 million has been allocated to Údarás na Gaeltachta for 2025. This includes over €16 million in current funding for staffing and recruitment costs, €7 million to support ongoing programmes such Irish-medium pre-schools (Naíonraí agus Naíolainne), youth clubs and projects such as An Ghaeltacht Ghlas, which is an initiative of Údarás na Gaeltachta which places an emphasis on the viability and sustainability of Gaeltacht communities. An tÚdarás has a capital allocation of over €15 million for 2025. In addition, Údarás na Gaeltachta receives funding from sources such as the Rural Regeneration and Redevelopment Fund, and also receives funding to oversee the Language Planning Process in Gaeltacht Language Planning Areas. Measures 104 and 105 of Our Rural Future are specific to the protection and promotion of the Irish language, with Irish language plans in place across all Gaeltacht areas. A budget allocation of €6.7m is provided to support the language planning process in 2025. Under this process, Gaeltacht communities, in addition to communities in Gaeltacht Service Towns and in Irish language Networks as prescribed in the Gaeltacht Act, 2012, are being afforded the opportunity to prepare and implement language plans at a community level with ongoing State support. In order to further support the strengthening of the Gaeltacht's language and community infrastructure, annual capital assistance of €2.7m is provided to Gaeltacht committees and organisations to provide or upgrade community facilities. Specific current funding with an annual budget of €10.5m is also provided for various schemes, including the Language Assistants Scheme, Irish Language Learners Scheme and the Summer Camps Scheme. In addition, in order to foster language acquisition opportunities in the Gaeltacht outside of the education system for learners of the language, my Department funds the Irish Language Learners Scheme (Scéim na bhFoghlaimeoirí Gaeilge) under which a daily subsidy and capital support via a starter grant are payable directly to recognised households providing accommodation for those attending one of the c.40 colleges under the scheme. Last year, over 27,000 learners attended recognised Gaeltacht courses. This represents a direct State investment of over c.€6 million annually, which indirectly benefits Gaeltacht communities. Given the roll-out of the measures mentioned above, I am confident that my Department and Údarás na Gaeltachta will continue to have a positive impact on the development of sustainable Gaeltacht communities in the years ahead.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/mul@/dbsect_3068.xml,,,,
WPQG050,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-08/writtens/dbsect_1299,2025-09-08,Justice,ministerial_reply_present,False,False,1,An Garda Síochána,"Minister for Justice, Home Affairs and Migration An Garda Síochána has provided me with the table below which shows the intakes since the Garda College reopened in 2022 and the number of Gardaí who attested from January 2023 to the latest ceremony on 22 August last. A number of factors influence the number of people who attest in each ceremony including trainees reverting from one intake to another due to academic or health/injury reasons, as well as resignations or training suspensions. The training is, of necessity, quite rigorous and some level of attrition is normal given the high standards of performance required of Gardaí. Original Number of Intake Number Attested (Attestation date) 24 25 (January 2023) 92 86 (July 2023) 135 126 (October 2023) 154 151 (December 2023) 174 165 (March 2024) 174 157 (June 2024) 109 108 (September 2024) 186 169 (December 2024) 157 149 (March 2025) 125 120 (June 2025) 162 154 (August 2025)",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-08/writtens/mul@/dbsect_1299.xml,,,,
